,doi,chunk,abstract_bool,definition_bool,table_bool,measurement_bool,definition
2234,10.1002/lno.12559,27,True,False,False,False,
2235,10.1002/lno.12559,28,True,False,False,False,
2236,10.1002/lno.12559,29,True,False,False,False,
2237,10.1002/lno.12559,30,True,False,False,False,
2238,10.1002/lno.12559,31,True,False,False,False,
2239,10.1002/lno.12559,32,True,False,False,False,
2240,10.1002/lno.12559,33,True,False,False,False,
2241,10.1002/lno.12559,34,True,False,False,False,
2242,10.1002/lno.12559,35,True,False,False,False,
2243,10.1002/lno.12559,36,True,False,False,False,
2244,10.1002/lno.12559,37,True,False,False,False,
2245,10.1002/lno.12559,38,True,False,False,False,
2246,10.1002/lno.12559,39,True,False,True,False,
2247,10.1002/lno.12559,40,True,False,False,False,
2248,10.1002/lno.12191,-1,True,,,,
2249,10.1002/lno.12191,0,True,False,False,False,
2250,10.1002/lno.12191,1,True,False,False,False,
2251,10.1002/lno.12191,2,True,False,False,False,
2252,10.1002/lno.12191,3,True,False,False,False,
2253,10.1002/lno.12191,4,True,False,True,False,
2254,10.1002/lno.12191,5,True,False,False,False,
2255,10.1002/lno.12191,6,True,False,False,False,
2256,10.1002/lno.12191,7,True,False,False,False,
2257,10.1002/lno.12191,8,True,False,False,False,
2258,10.1002/lno.12191,9,True,False,True,False,
2259,10.1002/lno.12191,10,True,False,False,False,
2260,10.1002/lno.12191,11,True,False,False,False,
2261,10.1002/lno.12191,12,True,False,False,False,
2262,10.1002/lno.12191,13,True,False,False,False,
2263,10.1002/lno.12191,14,True,False,False,False,
2264,10.1002/lno.12191,15,True,False,True,False,
2265,10.1002/lno.12191,16,True,False,False,False,
2266,10.1002/lno.12191,17,True,False,False,False,
2267,10.1002/lno.12191,18,True,False,False,False,
2268,10.1002/lno.12191,19,True,False,True,False,
2269,10.1002/lno.12191,20,True,False,False,False,
2270,10.1002/lno.12191,21,True,False,False,False,
2271,10.1002/lno.12191,22,True,False,False,False,
2272,10.1002/lno.12191,23,True,False,False,False,
2273,10.1002/lno.12191,24,True,False,False,False,
2274,10.1002/lno.12191,25,True,False,False,False,
2275,10.1002/lno.12191,26,True,False,False,False,
2276,10.1002/lno.12191,27,True,False,False,False,
2277,10.1002/lno.12191,28,True,False,False,False,
2278,10.1002/lno.12191,29,True,False,False,False,
2279,10.1002/lno.12191,30,True,False,False,False,
2280,10.1002/lno.12191,31,True,False,False,False,
2281,10.1002/lno.12191,32,True,False,False,False,
2282,10.1002/lno.12191,33,True,False,False,False,
2283,10.1002/lno.12191,34,True,False,False,False,
2284,10.1002/lno.12191,35,True,False,False,False,
2285,10.1002/lno.12416,-1,True,,,,
2286,10.1002/lno.12416,0,True,False,False,True,
2287,10.1002/lno.12416,1,True,False,False,False,
2288,10.1002/lno.12416,2,True,False,False,False,
2289,10.1002/lno.12416,3,True,False,False,False,
2290,10.1002/lno.12416,4,True,False,False,False,
2291,10.1002/lno.12416,5,True,False,True,False,
2292,10.1002/lno.12416,6,True,False,False,False,
2293,10.1002/lno.12416,7,True,False,False,True,
2294,10.1002/lno.12416,8,True,False,False,False,
2295,10.1002/lno.12416,9,True,False,False,False,
2296,10.1002/lno.12416,10,True,False,True,False,
2297,10.1002/lno.12416,11,True,False,True,False,
2298,10.1002/lno.12416,12,True,False,False,False,
2299,10.1002/lno.12416,13,True,False,False,False,
2300,10.1002/lno.12416,14,True,False,False,False,
2301,10.1002/lno.12416,15,True,False,True,False,
2302,10.1002/lno.12416,16,True,False,True,True,
2303,10.1002/lno.12416,17,True,False,True,True,
2304,10.1002/lno.12416,18,True,False,False,False,
2305,10.1002/lno.12416,19,True,False,False,False,
2306,10.1002/lno.12416,20,True,False,False,False,
2307,10.1002/lno.12416,21,True,False,False,False,
2308,10.1002/lno.12416,22,True,False,True,True,
2309,10.1002/lno.12416,23,True,False,True,True,
2310,10.1002/lno.12416,24,True,True,True,True,"The context specifically defines **mangrove belts** as an ecosystem populated by **C 3 plants**. Station 24-5 is located close to this mangrove belt. 

It also refers to regions with **high accumulation rates or reworking** as a characteristic, but doesn't define a specific ecosystem *as* those regions, only that certain stations are located within them.
"
2311,10.1002/lno.12416,25,True,False,True,True,
2312,10.1002/lno.12416,26,True,False,True,True,
2313,10.1002/lno.12416,27,True,False,False,False,
2314,10.1002/lno.12416,28,True,False,False,False,
2315,10.1002/lno.12416,29,True,False,False,True,
2316,10.1002/lno.12416,30,True,False,False,True,
2317,10.1002/lno.12416,31,True,False,False,False,
2318,10.1002/lno.12416,32,True,False,False,False,
2319,10.1002/lno.12416,33,True,False,False,False,
2320,10.1002/lno.12416,34,True,False,False,False,
2321,10.1002/lno.12416,35,True,False,False,False,
2322,10.1002/lno.12416,36,True,False,False,False,
2323,10.1002/lno.12416,37,True,False,False,True,
2324,10.1002/lno.12416,38,True,False,False,True,
2325,10.1002/lno.12416,39,True,False,False,False,
2326,10.1002/lno.12748,-1,True,,,,
2327,10.1002/lno.12748,0,True,False,False,False,
2328,10.1002/lno.12748,1,True,False,False,False,
2329,10.1002/lno.12748,2,True,False,False,False,
2330,10.1002/lno.12748,3,True,False,False,False,
2331,10.1002/lno.12748,4,True,False,False,False,
2332,10.1002/lno.12748,5,True,False,False,False,
2333,10.1002/lno.12748,6,True,False,False,False,
2334,10.1002/lno.12748,7,True,False,False,False,
2335,10.1002/lno.12748,8,True,False,False,False,
2336,10.1002/lno.12748,9,True,False,False,False,
2337,10.1002/lno.12748,10,True,False,False,False,
2338,10.1002/lno.12748,11,True,False,False,False,
2339,10.1002/lno.12748,12,True,False,False,False,
2340,10.1002/lno.12748,13,True,False,False,False,
2341,10.1002/lno.12748,14,True,False,True,False,
2342,10.1002/lno.12748,15,True,False,False,False,
2343,10.1002/lno.12748,16,True,False,False,False,
2344,10.1002/lno.12748,17,True,False,False,False,
2345,10.1002/lno.12748,18,True,False,True,False,
2346,10.1002/lno.12748,19,True,False,False,False,
2347,10.1002/lno.12748,20,True,False,False,False,
2348,10.1002/lno.12748,21,True,False,False,False,
2349,10.1002/lno.12748,22,True,False,False,False,
2350,10.1002/lno.12748,23,True,False,False,False,
2351,10.1002/lno.12748,24,True,False,False,False,
2352,10.1002/lno.12748,25,True,False,False,False,
2353,10.1002/lno.12748,26,True,False,False,False,
2354,10.1002/lno.12748,27,True,False,False,False,
2355,10.1002/lno.12748,28,True,False,False,False,
2356,10.1002/lno.12748,29,True,False,False,False,
2357,10.1002/lno.12748,30,True,False,False,False,
2358,10.1002/lno.12314,-1,True,,,,
2359,10.1002/lno.12314,0,True,False,False,False,
2360,10.1002/lno.12314,1,True,False,False,True,
2361,10.1002/lno.12314,2,True,False,False,False,
2362,10.1002/lno.12314,3,True,False,False,False,
2363,10.1002/lno.12314,4,True,False,False,False,
2364,10.1002/lno.12314,5,True,False,False,False,
2365,10.1002/lno.12314,6,True,False,False,False,
2366,10.1002/lno.12314,7,True,False,True,False,
2367,10.1002/lno.12314,8,True,False,True,False,
2368,10.1002/lno.12314,9,True,False,False,False,
2369,10.1002/lno.12314,10,True,False,False,False,
2370,10.1002/lno.12314,11,True,False,False,False,
2371,10.1002/lno.12314,12,True,False,False,False,
2372,10.1002/lno.12314,13,True,False,False,False,
2373,10.1002/lno.12314,14,True,False,True,False,
2374,10.1002/lno.12314,15,True,False,True,False,
2375,10.1002/lno.12314,16,True,False,True,False,
2376,10.1002/lno.12314,17,True,False,True,False,
2377,10.1002/lno.12314,18,True,False,True,False,
2378,10.1002/lno.12314,19,True,False,True,False,
2379,10.1002/lno.12314,20,True,False,False,False,
2380,10.1002/lno.12314,21,True,False,True,False,
2381,10.1002/lno.12314,22,True,False,False,False,
2382,10.1002/lno.12314,23,True,False,False,False,
2383,10.1002/lno.12314,24,True,False,False,False,
2384,10.1002/lno.12314,25,True,False,False,False,
2385,10.1002/lno.12314,26,True,False,False,False,
2386,10.1002/lno.12314,27,True,False,False,False,
2387,10.1002/lno.12314,28,True,False,False,False,
2388,10.1002/lno.12314,29,True,False,False,False,
2389,10.1002/lno.12314,30,True,False,False,False,
2390,10.1002/lno.12314,31,True,False,False,False,
2391,10.1002/lno.12314,32,True,False,False,False,
2392,10.1002/lno.12314,33,True,False,False,False,
2393,10.1002/lno.12314,34,True,False,False,False,
2394,10.1002/lno.12314,35,True,False,False,False,
2395,10.1002/lno.12314,36,True,False,False,False,
2396,10.1002/lno.12314,37,True,False,False,False,
2397,10.1002/lno.12314,38,True,False,False,False,
2398,10.1002/lno.12314,39,True,False,False,False,
2399,10.1002/lno.12314,40,True,False,False,False,
2400,10.1002/lno.12314,41,True,False,False,False,
2401,10.1002/lno.12314,42,True,False,True,False,
2402,10.1002/lno.12314,43,True,False,True,False,
2403,10.1002/lno.12314,44,True,False,False,False,
2404,10.1002/lno.12348,-1,True,,,,
2405,10.1002/lno.12348,0,True,False,False,False,
2406,10.1002/lno.12348,1,True,True,False,False,"Estuaries are being studied. They are defined by the mixing of organic matter (OM), nutrients, and dissolved ions from freshwater and seawater endmembers, creating regions of intense biological and chemical activity with a diverse set of sources contributing to the estuarine particulate organic matter (POM) pool. They are also characterized by connectivity to upland sources via river inflow, and are subject to stochastic extreme weather events. 
</start_of_turn>"
2407,10.1002/lno.12348,2,True,True,False,False,"The Mission-Aransas Estuary is being studied. It is defined by the following quantitative attributes/descriptive characteristics:

*   Located along the semiarid Texas Gulf Coast.
*   Average annual evaporation exceeds average annual precipitation.
*   Most annual precipitation is delivered in a few intense rainfall events.
*   Receives freshwater in sporadic rainfall events interspersed with periods of prolonged drought and low base river inflow.
*   Salinity is a major driver of ecological change.

</start_of_turn>"
2408,10.1002/lno.12348,3,True,False,False,False,
2409,10.1002/lno.12348,4,True,False,False,True,
2410,10.1002/lno.12348,5,True,False,False,False,
2411,10.1002/lno.12348,6,True,False,False,False,
2412,10.1002/lno.12348,7,True,False,False,False,
2413,10.1002/lno.12348,8,True,False,False,False,
2414,10.1002/lno.12348,9,True,False,True,False,
2415,10.1002/lno.12348,10,True,False,True,False,
2416,10.1002/lno.12348,11,True,False,True,False,
2417,10.1002/lno.12348,12,True,False,True,False,
2418,10.1002/lno.12348,13,True,False,False,False,
2419,10.1002/lno.12348,14,True,False,False,False,
2420,10.1002/lno.12348,15,True,False,True,False,
2421,10.1002/lno.12348,16,True,False,False,False,
2422,10.1002/lno.12348,17,True,False,True,False,
2423,10.1002/lno.12348,18,True,False,True,False,
2424,10.1002/lno.12348,19,True,False,True,False,
2425,10.1002/lno.12348,20,True,False,True,False,
2426,10.1002/lno.12348,21,True,False,True,True,
2427,10.1002/lno.12348,22,True,False,False,False,
2428,10.1002/lno.12348,23,True,False,False,False,
2429,10.1002/lno.12348,24,True,False,True,False,
2430,10.1002/lno.12348,25,True,False,False,False,
2431,10.1002/lno.12348,26,True,False,False,False,
2432,10.1002/lno.12348,27,True,False,False,False,
2433,10.1002/lno.12348,28,True,False,False,False,
2434,10.1002/lno.12348,29,True,False,False,False,
2435,10.1002/lno.12348,30,True,False,False,False,
2436,10.1002/lno.12348,31,True,False,False,True,
2437,10.1002/lno.12348,32,True,False,False,False,
2438,10.1002/lno.12348,33,True,False,True,False,
2439,10.1002/lno.12348,34,True,False,False,False,
2440,10.1002/lno.12348,35,True,False,False,False,
2441,10.1002/lno.12429,-1,False,,,,
2442,10.1002/lno.12631,-1,False,,,,
2443,10.1002/lno.12716,-1,False,,,,
2444,10.1002/lno.11490,-1,True,,,,
2445,10.1002/lno.11490,0,True,False,False,False,
2446,10.1002/lno.11714,-1,False,,,,
2447,10.1002/lno.12064,-1,False,,,,
2448,10.1002/lno.12592,-1,True,,,,
2449,10.1002/lno.12592,0,True,False,False,False,
2450,10.1002/lno.12592,1,True,False,False,False,
2451,10.1002/lno.12592,2,True,False,False,False,
2452,10.1002/lno.12592,3,True,False,False,False,
2453,10.1002/lno.12592,4,True,False,False,False,
2454,10.1002/lno.12592,5,True,False,False,False,
2455,10.1002/lno.12592,6,True,False,False,False,
2456,10.1002/lno.12592,7,True,False,False,False,
2457,10.1002/lno.12592,8,True,False,False,False,
2458,10.1002/lno.12592,9,True,False,False,False,
2459,10.1002/lno.12592,10,True,False,False,False,
2460,10.1002/lno.12592,11,True,False,False,False,
2461,10.1002/lno.12592,12,True,False,False,False,
2462,10.1002/lno.12592,13,True,False,True,False,
2463,10.1002/lno.12592,14,True,False,False,False,
2464,10.1002/lno.12592,15,True,False,False,False,
2465,10.1002/lno.12592,16,True,False,False,False,
2466,10.1002/lno.12592,17,True,False,False,False,
2467,10.1002/lno.12592,18,True,False,True,False,
2468,10.1002/lno.12592,19,True,False,False,False,
2469,10.1002/lno.12592,20,True,False,False,False,
2470,10.1002/lno.12592,21,True,False,True,False,
2471,10.1002/lno.12592,22,True,False,False,False,
2472,10.1002/lno.12592,23,True,False,False,False,
2473,10.1002/lno.12592,24,True,False,False,False,
2474,10.1002/lno.12592,25,True,False,True,False,
2475,10.1002/lno.12592,26,True,False,True,False,
2476,10.1002/lno.12592,27,True,False,True,False,
2477,10.1002/lno.12592,28,True,False,False,False,
2478,10.1002/lno.12163,-1,False,,,,
2479,10.1002/lno.12162,-1,True,,,,
2480,10.1002/lno.12162,0,True,False,False,False,
2481,10.1002/lno.12162,1,True,False,False,False,
2482,10.1002/lno.12162,2,True,False,False,False,
2483,10.1002/lno.12162,3,True,False,False,False,
2484,10.1002/lno.12162,4,True,False,False,False,
2485,10.1002/lno.12162,5,True,False,False,False,
2486,10.1002/lno.12162,6,True,False,False,False,
2487,10.1002/lno.12162,7,True,False,False,False,
2488,10.1002/lno.12162,8,True,False,False,False,
2489,10.1002/lno.12162,9,True,False,False,False,
2490,10.1002/lno.12162,10,True,False,False,False,
2491,10.1002/lno.12162,11,True,False,False,False,
2492,10.1002/lno.12162,12,True,False,False,False,
2493,10.1002/lno.12162,13,True,False,False,False,
2494,10.1002/lno.12162,14,True,False,False,False,
2495,10.1002/lno.12162,15,True,False,False,False,
2496,10.1002/lno.12162,16,True,False,False,False,
2497,10.1002/lno.12162,17,True,False,False,False,
2498,10.1002/lno.12162,18,True,False,False,False,
2499,10.1002/lno.12162,19,True,False,False,False,
2500,10.1002/lno.12162,20,True,False,False,False,
2501,10.1002/lno.12162,21,True,False,False,False,
2502,10.1002/lno.12162,22,True,False,True,False,
2503,10.1002/lno.12162,23,True,False,True,False,
2504,10.1002/lno.12162,24,True,False,True,False,
2505,10.1002/lno.12162,25,True,False,False,False,
2506,10.1002/lno.12162,26,True,False,True,False,
2507,10.1002/lno.12162,27,True,False,False,False,
2508,10.1002/lno.12162,28,True,False,False,False,
2509,10.1002/lno.12162,29,True,False,False,False,
2510,10.1002/lno.12162,30,True,False,False,False,
2511,10.1002/lno.12162,31,True,False,False,False,
2512,10.1002/lno.12162,32,True,False,False,False,
2513,10.1002/lno.12162,33,True,False,False,False,
2514,10.1002/lno.12162,34,True,False,True,False,
2515,10.1002/lno.12162,35,True,False,True,False,
2516,10.1002/lno.12162,36,True,False,False,False,
2517,10.1002/lno.12165,-1,False,,,,
2518,10.1002/lno.12514,-1,False,,,,
2519,10.1002/lno.11834,-1,True,,,,
2520,10.1002/lno.11834,0,True,False,False,False,
2521,10.1002/lno.11837,-1,False,,,,
2522,10.1002/lno.11711,-1,False,,,,
2523,10.1002/lno.70009,-1,True,,,,
2524,10.1002/lno.70009,0,True,False,False,False,
2525,10.1002/lno.12799,-1,False,,,,
2526,10.1002/lno.11608,-1,False,,,,
2527,10.1002/lno.12315,-1,False,,,,
2528,10.1002/lno.70007,-1,False,,,,
2529,10.1002/lno.12071,-1,True,,,,
2530,10.1002/lno.12071,0,True,False,False,True,
2531,10.1002/lno.12071,1,True,False,False,False,
2532,10.1002/lno.12071,2,True,False,False,False,
2533,10.1002/lno.12071,3,True,False,False,False,
2534,10.1002/lno.12071,4,True,False,False,True,
2535,10.1002/lno.12071,5,True,False,False,False,
2536,10.1002/lno.12071,6,True,False,False,False,
2537,10.1002/lno.12071,7,True,False,False,True,
2538,10.1002/lno.12071,8,True,False,False,False,
2539,10.1002/lno.12071,9,True,False,False,True,
2540,10.1002/lno.12071,10,True,False,False,False,
2541,10.1002/lno.12071,11,True,False,False,True,
2542,10.1002/lno.12071,12,True,False,True,True,
2543,10.1002/lno.12071,13,True,False,True,False,
2544,10.1002/lno.12071,14,True,False,False,False,
2545,10.1002/lno.12071,15,True,False,False,False,
2546,10.1002/lno.12071,16,True,False,False,True,
2547,10.1002/lno.12071,17,True,False,True,True,
2548,10.1002/lno.12071,18,True,False,False,False,
2549,10.1002/lno.12071,19,True,False,False,False,
2550,10.1002/lno.12071,20,True,False,False,True,
2551,10.1002/lno.12071,21,True,False,False,False,
2552,10.1002/lno.12071,22,True,False,False,False,
2553,10.1002/lno.12071,23,True,False,False,False,
2554,10.1002/lno.12071,24,True,False,False,True,
2555,10.1002/lno.12071,25,True,False,False,True,
2556,10.1002/lno.12071,26,True,False,True,True,
2557,10.1002/lno.12071,27,True,False,False,False,
2558,10.1002/lno.11866,-1,False,,,,
2559,10.1002/lno.12650,-1,False,,,,
2560,10.1002/lno.11959,-1,True,,,,
2561,10.1002/lno.11959,0,True,False,False,False,
2562,10.1002/lno.11959,1,True,False,False,False,
2563,10.1002/lno.11959,2,True,False,False,False,
2564,10.1002/lno.11959,3,True,False,False,False,
2565,10.1002/lno.11959,4,True,False,False,False,
2566,10.1002/lno.11959,5,True,False,False,False,
2567,10.1002/lno.11959,6,True,False,False,False,
2568,10.1002/lno.11959,7,True,False,False,False,
2569,10.1002/lno.11959,8,True,False,False,False,
2570,10.1002/lno.11959,9,True,False,False,False,
2571,10.1002/lno.11959,10,True,False,False,False,
2572,10.1002/lno.11959,11,True,False,False,False,
2573,10.1002/lno.11959,12,True,False,False,False,
2574,10.1002/lno.11959,13,True,False,False,False,
2575,10.1002/lno.11959,14,True,False,True,False,
2576,10.1002/lno.11959,15,True,False,True,False,
2577,10.1002/lno.11959,16,True,False,True,False,
2578,10.1002/lno.11959,17,True,False,False,False,
2579,10.1002/lno.11959,18,True,False,False,False,
2580,10.1002/lno.11959,19,True,False,True,False,
2581,10.1002/lno.11959,20,True,False,False,False,
2582,10.1002/lno.11959,21,True,False,False,False,
2583,10.1002/lno.11959,22,True,False,False,False,
2584,10.1002/lno.11959,23,True,False,False,False,
2585,10.1002/lno.11959,24,True,False,False,False,
2586,10.1002/lno.11959,25,True,False,False,False,
2587,10.1002/lno.11959,26,True,False,True,False,
2588,10.1002/lno.11959,27,True,False,True,False,
2589,10.1002/lno.12359,-1,True,,,,
2590,10.1002/lno.12359,0,True,False,False,False,
2591,10.1002/lno.12359,1,True,False,False,False,
2592,10.1002/lno.12359,2,True,False,False,False,
2593,10.1002/lno.12359,3,True,False,False,False,
2594,10.1002/lno.12359,4,True,False,False,False,
2595,10.1002/lno.12359,5,True,False,False,False,
2596,10.1002/lno.12359,6,True,False,False,False,
2597,10.1002/lno.12359,7,True,False,False,False,
2598,10.1002/lno.12359,8,True,False,False,False,
2599,10.1002/lno.12359,9,True,False,True,False,
2600,10.1002/lno.12359,10,True,False,False,False,
2601,10.1002/lno.12359,11,True,True,False,False,"Here are the coastal ecosystems studied and their definitions as presented in the context:

*   **Melt Water (MW):** Water with a potential temperature lower than -1.6 °C, but fresher than WW (< 31).
*   **Bering Chukchi Sea Summer Water (BCSW):** Defined by a potential temperature above -1.6 °C.
*   **WW:** Not explicitly defined in this excerpt, only referenced as a comparison point for MW and BCSW. The excerpt states that MW and BCSW are *remaining* samples from the overall study, so WW is implicitly a separate ecosystem type being studied, but its defining characteristics are not provided here.



"
2602,10.1002/lno.12359,12,True,False,False,False,
2603,10.1002/lno.12359,13,True,False,False,False,
2604,10.1002/lno.12359,14,True,False,False,False,
2605,10.1002/lno.12359,15,True,False,False,False,
2606,10.1002/lno.12359,16,True,False,False,False,
2607,10.1002/lno.12359,17,True,False,False,False,
2608,10.1002/lno.12359,18,True,False,False,False,
2609,10.1002/lno.12359,19,True,False,False,False,
2610,10.1002/lno.12359,20,True,False,False,False,
2611,10.1002/lno.12359,21,True,False,False,False,
2612,10.1002/lno.12359,22,True,False,False,False,
2613,10.1002/lno.12359,23,True,False,False,False,
2614,10.1002/lno.12359,24,True,False,False,False,
2615,10.1002/lno.12359,25,True,False,False,False,
2616,10.1002/lno.12359,26,True,False,False,False,
2617,10.1002/lno.12359,27,True,False,False,False,
2618,10.1002/lno.12359,28,True,False,False,False,
2619,10.1002/lno.12618,-1,True,,,,
2620,10.1002/lno.12618,0,True,False,False,False,
2621,10.1002/lno.12445,-1,False,,,,
2622,10.1002/lno.12336,-1,True,,,,
2623,10.1002/lno.12336,0,True,False,False,False,
2624,10.1002/lno.12336,1,True,False,False,False,
2625,10.1002/lno.12336,2,True,False,False,False,
2626,10.1002/lno.12336,3,True,False,False,False,
2627,10.1002/lno.12336,4,True,False,False,False,
2628,10.1002/lno.12336,5,True,False,False,False,
2629,10.1002/lno.12336,6,True,False,True,False,
2630,10.1002/lno.12336,7,True,False,False,False,
2631,10.1002/lno.12336,8,True,False,True,False,
2632,10.1002/lno.12336,9,True,False,False,False,
2633,10.1002/lno.12336,10,True,False,False,False,
2634,10.1002/lno.12336,11,True,False,False,False,
2635,10.1002/lno.12336,12,True,False,False,False,
2636,10.1002/lno.12336,13,True,False,False,False,
2637,10.1002/lno.12336,14,True,False,True,False,
2638,10.1002/lno.12336,15,True,False,False,False,
2639,10.1002/lno.12336,16,True,False,True,False,
2640,10.1002/lno.12336,17,True,False,True,False,
2641,10.1002/lno.12336,18,True,False,False,False,
2642,10.1002/lno.12336,19,True,False,False,False,
2643,10.1002/lno.12336,20,True,False,False,False,
2644,10.1002/lno.12336,21,True,False,False,False,
2645,10.1002/lno.12698,-1,True,,,,
2646,10.1002/lno.12698,0,True,False,False,False,
2647,10.1002/lno.12036,-1,False,,,,
2648,10.1002/lno.11576,-1,True,,,,
2649,10.1002/lno.11576,0,True,False,False,False,
2650,10.1002/lno.11576,1,True,False,False,False,
2651,10.1002/lno.11576,2,True,True,False,False,"The context specifically studies **benthic sandy ecosystems** and **subterranean estuaries**. 

Here are the quantitative/descriptive characteristics used to define them:

*   **Benthic sandy ecosystems:** Defined by their role in mitigating groundwater-derived nitrogen loads.
*   **Subterranean estuaries:** Characterized as **brackish water** and containing **notable sources of electron donors** and **dynamic redox conditions**. They are created by the **mixing between fresh groundwater and saline seawater** induced by **tides, wave actions, and density differences**. They are also found in **permeable coastal environments**, and cover up to **70% of the continental shelves**.



"
2652,10.1002/lno.11576,3,True,False,False,False,
2653,10.1002/lno.11576,4,True,False,False,True,
2654,10.1002/lno.11576,5,True,False,False,False,
2655,10.1002/lno.11576,6,True,False,False,False,
2656,10.1002/lno.11576,7,True,False,False,False,
2657,10.1002/lno.11576,8,True,False,False,False,
2658,10.1002/lno.11576,9,True,False,False,False,
2659,10.1002/lno.11576,10,True,False,False,False,
2660,10.1002/lno.11576,11,True,False,False,False,
2661,10.1002/lno.11576,12,True,False,False,False,
2662,10.1002/lno.11576,13,True,False,False,False,
2663,10.1002/lno.11576,14,True,False,False,False,
2664,10.1002/lno.11576,15,True,False,False,True,
2665,10.1002/lno.11576,16,True,False,False,False,
2666,10.1002/lno.11576,17,True,False,False,True,
2667,10.1002/lno.11576,18,True,False,False,False,
2668,10.1002/lno.11576,19,True,False,False,False,
2669,10.1002/lno.11576,20,True,False,True,False,
2670,10.1002/lno.11576,21,True,False,False,False,
2671,10.1002/lno.11576,22,True,False,False,False,
2672,10.1002/lno.11576,23,True,False,True,False,
2673,10.1002/lno.11576,24,True,False,False,False,
2674,10.1002/lno.11576,25,True,False,False,False,
2675,10.1002/lno.11576,26,True,False,False,False,
2676,10.1002/lno.11576,27,True,False,True,False,
2677,10.1002/lno.11576,28,True,False,False,False,
2678,10.1002/lno.11576,29,True,False,False,False,
2679,10.1002/lno.11576,30,True,False,False,False,
2680,10.1002/lno.11576,31,True,False,False,False,
2681,10.1002/lno.11576,32,True,False,False,False,
2682,10.1002/lno.11576,33,True,False,False,False,
2683,10.1002/lno.11576,34,True,False,True,False,
2684,10.1002/lno.11576,35,True,False,True,False,
2685,10.1002/lno.11576,36,True,False,False,False,
2686,10.1002/lno.12730,-1,True,,,,
2687,10.1002/lno.12730,0,True,False,False,False,
2688,10.1002/lno.12730,1,True,False,False,False,
2689,10.1002/lno.12730,2,True,False,False,False,
2690,10.1002/lno.12730,3,True,False,False,False,
2691,10.1002/lno.12730,4,True,False,False,False,
2692,10.1002/lno.12730,5,True,False,False,False,
2693,10.1002/lno.12730,6,True,False,False,False,
2694,10.1002/lno.12730,7,True,False,False,False,
2695,10.1002/lno.12730,8,True,False,False,False,
2696,10.1002/lno.12730,9,True,False,False,False,
2697,10.1002/lno.12730,10,True,False,True,False,
2698,10.1002/lno.12730,11,True,False,True,False,
2699,10.1002/lno.12730,12,True,False,True,False,
2700,10.1002/lno.12730,13,True,False,True,False,
2701,10.1002/lno.12730,14,True,False,True,False,
2702,10.1002/lno.12730,15,True,False,True,False,
2703,10.1002/lno.12730,16,True,False,True,True,
2704,10.1002/lno.12730,17,True,False,True,False,
2705,10.1002/lno.12730,18,True,False,True,False,
2706,10.1002/lno.12730,19,True,False,False,False,
2707,10.1002/lno.12730,20,True,False,True,False,
2708,10.1002/lno.12730,21,True,False,False,False,
2709,10.1002/lno.12730,22,True,False,False,False,
2710,10.1002/lno.12730,23,True,False,False,False,
2711,10.1002/lno.12730,24,True,False,True,False,
2712,10.1002/lno.12730,25,True,False,True,False,
2713,10.1002/lno.12730,26,True,False,False,False,
2714,10.1002/lno.12730,27,True,False,False,False,
2715,10.1002/lno.12730,28,True,False,False,False,
2716,10.1002/lno.12730,29,True,False,False,False,
2717,10.1002/lno.12730,30,True,False,False,False,
2718,10.1002/lno.12730,31,True,False,False,False,
2719,10.1002/lno.12730,32,True,False,False,False,
2720,10.1002/lno.12642,-1,True,,,,
2721,10.1002/lno.12642,0,True,False,False,False,
2722,10.1002/lno.12642,1,True,False,False,False,
2723,10.1002/lno.12642,2,True,False,False,False,
2724,10.1002/lno.12642,3,True,False,False,False,
2725,10.1002/lno.12642,4,True,False,False,False,
2726,10.1002/lno.12642,5,True,False,False,False,
2727,10.1002/lno.12642,6,True,False,False,False,
2728,10.1002/lno.12642,7,True,False,False,False,
2729,10.1002/lno.12642,8,True,False,False,False,
2730,10.1002/lno.12642,9,True,False,False,False,
2731,10.1002/lno.12642,10,True,False,True,False,
2732,10.1002/lno.12642,11,True,False,False,False,
2733,10.1002/lno.12642,12,True,False,True,False,
2734,10.1002/lno.12642,13,True,False,False,False,
2735,10.1002/lno.12642,14,True,False,False,False,
2736,10.1002/lno.12642,15,True,False,False,False,
2737,10.1002/lno.12642,16,True,False,False,False,
2738,10.1002/lno.12642,17,True,False,False,False,
2739,10.1002/lno.12642,18,True,False,False,False,
2740,10.1002/lno.12642,19,True,False,False,False,
2741,10.1002/lno.12642,20,True,False,False,False,
2742,10.1002/lno.12642,21,True,False,False,False,
2743,10.1002/lno.12642,22,True,False,False,False,
2744,10.1002/lno.12642,23,True,False,False,False,
2745,10.1002/lno.12642,24,True,False,False,False,
2746,10.1002/lno.12642,25,True,False,False,False,
2747,10.1002/lno.12642,26,True,False,False,False,
2748,10.1002/lno.12642,27,True,False,False,False,
2749,10.1002/lno.12642,28,True,False,False,False,
2750,10.1002/lno.12642,29,True,False,False,False,
2751,10.1002/lno.12642,30,True,False,False,True,
2752,10.1002/lno.11491,-1,True,,,,
2753,10.1002/lno.11491,0,True,False,False,False,
2754,10.1002/lno.12573,-1,True,,,,
2755,10.1002/lno.12573,0,True,False,False,False,
2756,10.1002/lno.12123,-1,False,,,,
2757,10.1002/lno.12209,-1,False,,,,
2758,10.1002/lno.11811,-1,True,,,,
