,doi,chunk,abstract_bool,text,definition_bool,table_bool,measurement_bool,definition
394,10.1002/lno.12717,6,True,## Zhao et al.Biogenic silica dynamics in coastal wetland,False,False,False,
395,10.1002/lno.12717,7,True,"## Measurements of sediment parameters
Sediment pH and electrical conductivity (EC, μS cm À1 ) were measured by a pH-conductivity meter (pH range: À2.000 to 20.000, pH accuracy: AE 0.002; EC range: 0.001 μS cm À1 to 3000 mS cm À1 , EC accuracy: 0.5% of reading AE 1 digit > 3 μS; 0.5% of reading AE 0.01 μS ≤ 3 μS, Star A215, Thermo Scientific). The grain size distributions of sediment particles were determined by Mastersizer 3000 (Malvern Instruments), with the error of less than 1%. To measure total organic C (g kg À1 ) and total N (g kg À1 ), sediment samples were treated with 1 M HCl solution at room temperature for 24 h, followed by rinsing until neutral pH was achieved, drying, and grinding. Total organic C and total N were quantified using an elemental analyzer (Vario EL III, Elementar), with a precision of ≤ 0.01% (Xia et al. 2022). Contents of total P (g kg À1 ) were measured by molybdenum blue colorimetric method using an ultraviolet-visible spectrophotometer (UV-1800, Shimadzu), after being fused by Li-metaborate and dissolved in dilute nitric acid (Lu 2000). Amorphous iron oxides (Fe ox , g kg À1 ) and amorphous aluminum oxides (Al ox , g kg À1 ) were extracted by mixing 1.00 g sediment with 50 mL oxalic acid-ammonium oxalate solution (mol : mol = 4 : 5) under dark condition (Lacroix et al. 2022). The concentrations of Fe and Al in the extractants were measured calorimetrically using 1,10-phenanthroline monohydrate, chromeazurol methods, respectively, on a UV-1800 spectrophotometer (Shimadzu). The optical density values were measured within a reasonable range to ensure that the measurement results were within the range of linearity. For dissolved Si (mg kg À1 ), 2 g dried sediment was extracted (m : v = 1 : 10) by CaCl 2 solution (0.01 M) in a polypropylene centrifuge tube at 25 C. The concentrations of dissolved Si were measured by molybdenum blue methods using a spectrophotometer (UV-1800, Shimadzu) (Xia et al. 2023). During chemical analyses, standard reference soil samples (GBW07405), were added to monitor experimental errors and the precision was better than 5%.",False,False,True,
396,10.1002/lno.12717,8,True,"## Biogenic Si extraction and microscopic analyses
Biogenic Si particles were extracted from 5 g sediment samples using wet digestion and heavy liquid separation (Zuo et al. 2014;Song et al. 2022). Briefly, the steps entailed: (i) initial treatment involved mixing samples with H 2 O 2 (30%) at 50 C for about 3 d to oxidize organic matter until the reaction stopped; (ii) after removal of the supernatant, the residue was boiled in HCl (10%) for 30 min to eliminate carbonate and iron oxides; (iii) residual solid matter from the preceding step was resuspended in 5% Na-hexametaphosphate solution, followed by centrifugation at 600 rpm for 3-4 min, and the supernatant was decanted; (iv) after completely removing clay, the samples were separated via density gradient flotation using ZnBr 2 with a specific density of 2.36 g cm À3 , yielding purified biogenic Si samples. To ensure complete removal of extraneous organic material from the biogenic Si, the extracted samples were processed using the Walkley-Black method (Walkley and Black 1934;Li et al. 2013). The purified biogenic Si samples were then oven dried at 60 C for 24 h, cooled, and weighed to quantify biogenic Si contents (g kg À1 ). To avoid methodological biases, biogenic Si particles was extracted in duplicate or triplicate for a part of the sediment samples. The C content (%) within biogenic Si was measured using an Elementar Vario EL III (Elementar).",False,False,False,
397,10.1002/lno.12717,9,True,"For the identification, quantification, and morphological examination of biogenic Si particles (e.g., phytoliths, diatoms and sponge spicules), three sub-samples of biogenic Si particle samples from each sampling site were collected, prepared into smear slides, and then analyzed under a light microscope at 400Â magnification (BX53, Olympus). For each replicate, more than 200 biogenic Si particles were recognized (Ran et al. 2016), which was considered a meaningful number in micropaleontology and ecology (Utermöhl 1958;Thorn 2004). When particles were very rich, approximately half of the counts were made along transects in the central area of the slide to avoid bias due to potential differences in the spatial spread of particles. Phytoliths were classified according to the classification of International Code for Phytolith Nomenclature 2.0 (International Committee for Phytolith Taxonomy 2019). To estimate biogenic Si biovolume, a group of 10 geometric models was proposed (refer to Table 1).While microscopy allows for measuring two dimensions (length and width), accurately determining the third dimension (thickness) of radially asymmetric units was challenging. In instances where biogenic Si particles are prevalent in microscopic samples, various views may be captured, allowing for a series of thickness measurements to approximate the third dimension for a specific biogenic Si particle type. To reduce potential biases, measurements of 25 or more individual particles were recommended (Hillebrand et al. 1999;Sun and Liu 2003). Based on the assumption that the density of each type of biogenic silica particle is the same, biovolume estimations were employed to assess the relative contributions of phytoliths, diatoms, and sponge spicules to the total biogenic Si content, determined through the extraction method (Ran et al. 2016). Detailed morphological analysis of the biogenic Si particles was performed using a scanning electron microscope (Sigma 500, ZEISS).",False,True,False,
398,10.1002/lno.12717,10,True,"## Statistical analysis
Prior to conducting the analysis, assessments were made to ensure the normal distribution and variance homogeneity of the datasets. The comparative analysis of datasets from different study areas were analyzed using one-way ANOVA, with statistical significance determined at p < 0.05 using Tukey's post hoc test, with the SPSS software (v 21.0). Distinctions between the Qilihai and Beidagang wetlands data were analyzed using two independent-sample t-tests ( p < 0.05). The structural equation model was performed using the maximum-likelihood estimation method, conducted by AMOS 23.0, to test for direct and indirect effects of environmental Table 1. Geometric shapes and biovolume calculation equations for different biogenic Si particles. Shapes are drawn in a threedimensional version.",False,True,False,
399,10.1002/lno.12717,11,True,"## Biogenic Si Simulated shape Volume (V) model
Bulliform* Prism on sector base
Elongate,* elongate echinate,* elongate granulate,* cylindrical polylobate,* and Centricae †
variables on biogenic Si contents in the sediments of the Qilihai and Beidagang wetlands. The chi-squared test (χ 2 ; when 0 ≤ χ 2 /df ≤ 2, and 0.05 < p ≤ 1.00, the model has a good fit), the comparative fit index (when 0.90 ≤ comparative fit index ≤ 1.00, the model has a good fit), and the root mean square error of approximation (when 0 ≤ root mean square error of approximation < 0.10, the model has a good fit) were used to assess the goodness of fit of the model (Grace et al. 2010), and the final model was improved based on these metrics. The main factors influencing biogenic Si and
combination of predictors were selected using a stepwise regression analysis with Akaike information criterion as selection and stop criterion (Sakamoto and Akaike 1978), which performed by the function ""stepAIC"" in the ""MASS"" package in the R environment. The slopes of the linear relationships between biogenic Si and physicochemical parameters were analyzed and compared by standardized major axis regression analysis (Warton et al. 2006), using the function ""sma"" in the ""smatr"" package in the R software.The formulas for calculating biogenic Si and biogenic Sioccluded C content were calculated as follows (Zuo et al. 2014;Song et al. 2022):
where C BSi is the content of the sediment biogenic Si (g kg À1 ), W BSi and W sediment refer to biogenic Si weight (g) and sediment weight (kg), respectively. C BSi-OC is the content of the sediment biogenic Si-occluded C (g kg À1 ); C c represents the C content in biogenic Si (%).",False,False,False,
400,10.1002/lno.12717,12,True,"## Results
## Variations of the sediment physicochemical properties
The total organic C content in sediments varied nearly two orders of magnitudes ranging from 1.54 to 109.79 g kg À1 . However, average total organic C content in the Beidagang wetland (30.28 AE 29.41 g kg À1 ) was higher ( p < 0.05) than that in the Qilihai wetland (16.21 AE 7.12 g kg À1 ). In the Qilihai wetland, the average total P content in the sediments of the Chaobaixin River (0.82 AE 0.18 g kg À1 ) was significantly (p < 0.01) higher than that of the Qilihai Reservoir (0.65 AE 0.07 g kg À1 ), while there was no significant difference in the total P content in sediment between the river (0.71 AE 0.15 g kg À1 ) and reservoir (0.62 AE 0.02 g kg À1 ) in the Beidagang wetland. The Fe ox content in the sediments of the Beidagang Reservoir ranged from 0.79 and 2.27 g kg À1 , which was significantly higher than those in the other three study areas. Sediment pH, ranging from 7.24 to 8.44, displayed no statistical difference among the study areas. The EC value ranged from 406 to 10,270 μS cm À1 , with significantly higher values (p < 0.01) in the Beidagang Reservoir (6636 AE 2081 μS cm À1 ) than the other study areas. The volume percentage of soil clay ranged from 3.42% to 20.53%, displaying no statistical difference between Qilihai (10.59% AE 4.03%) and Beidagang (9.66% AE 3.77%) wetlands (Supplementary Table S1).",False,False,True,
401,10.1002/lno.12717,13,True,"## Variations of biogenic Si and its occluded C contents in sediments
The biogenic Si content varied from 5.01 to 16.80 g kg À1 in sediments of the Qilihai wetland and from 2.78 to 30.18 g kg À1 in the Beidagang wetland, without significant difference ( p > 0.05). However, the biogenic Si content in the sediments of the Beidagang Reservoir (18.90 AE 6.72 g kg À1 ) was significantly higher (p < 0.001) than in the other three study areas (Table 2).The C contents within sedimentary biogenic Si ranged from 1.0% to 10.8%, with an average of 4.47% AE 2.46%, with decreasing trend following the order of Beidagang Reservoir > Chaobaixin River > Qilihai Reservoir > Duliujian River. Contents of biogenic Si-occluded C within the bulk sediment ranged from 0.04 to 1.87 g kg À1 with an average value of 0.67 AE 0.66 g kg À1 in the Qilihai wetland and 0.47 AE 0.15 g kg À1 in the Beidagang wetland. Similarly, no significant (p > 0.05) differences were found in the biogenic Si-occluded C content of the sediments between the two wetlands. The biogenic Si-occluded C content (1.35 AE 0.41 g kg À1 ) in the Beidagang Reservoir was highest (p < 0.01) among all sampling sites (Table 2).",False,True,False,
402,10.1002/lno.12717,14,True,"The ratios of biogenic Si-occluded C/total organic C (in %) have been used as an indicator for the long-term stability of organic C in sediments (Pu et al. 2021). The biogenic Si-occluded C/total organic C ratios of the sediments in the Qilihai wetland (range: 2.19-5.71%, average: 3.17% AE 1.07%) were significantly higher than that in the Beidagang wetland (0.97-3.97%, 2.06% AE 0.87%). Specifically, the biogenic Sioccluded C/total organic C ratios varied from 2.19% to 3.08% in the Qilihai Reservoir, 2.33% to 5.71% in the Chaobaixin River, 1.42% to 3.97% in the Beidagang Reservoir, and 0.97% to 2.65% in the Duliujian River, decreasing in the order of Table 2. The biogenic Si, biogenic Si-occluded C, C content in biogenic Si, and biogenic Si-occluded C/total organic C mass ratio of surface sediments in the study areas.",False,True,True,
403,10.1002/lno.12717,15,True,"## Study areas
Biogenic Si (g kg À1 ) BSi-OC (g kg À1 ) C in biogenic Si (%) BSi-OC/TOC (%)
Qilihai wetland QLHR 12.96 AE 2.78b 0.446 AE 0.149b 3.24 AE 0.14c 2.50 AE 0.31bc CBXR 9.66 AE 3.31bcA 0.478 AE 0.158bA 5.14 AE 1.52bA 3.58 AE 1.17aA Beidagang wetland BDGR 18.86 AE 6.72a 1.350 AE 0.413a 7.51 AE 2.17a 2.69 AE 0.80ab DLJR 7.00 AE 3.12cA 0.153 AE 0.072cA 2.28 AE 1.07cA 1.57 AE 0.57cB Data are presented as means with standard deviation. Lower-case letters indicate differences ( p < 0.05) among four studied areas (QLHR, CBXR, BDGR, and DLJR) using Tukey's test. Capital letters indicate differences (p < 0.05) between Qilihai wetland and Beidagang wetland using two independentsample t-test. BDGR, Beidagang Reservoir; BSi-OC, biogenic silica-occluded carbon; C, carbon; CBXR, Chaobaixin River; DLJR, Duliujian River; QLHR, Qilihai Reservoir; TOC, total organic carbon.Chaobaixin River > Beidagang Reservoir > Qilihai Reservoir > Duliujian River (Table 2). Furthermore, the biogenic Si content was also significantly (p < 0.05) positively correlated with the biogenic Si-occluded C content or the C content in biogenic Si (Supplementary Fig. S1).",False,True,True,
404,10.1002/lno.12717,16,True,"Morphology and composition of biogenic Si in sediments Wet digestion followed by heavy liquid separation yielded visible biogenic Si particles under an optical microscope (Fig. 2). Phytoliths, diatoms, and sponge spicules were identified as three prevalent types of biogenic Si. Phytoliths were further classified into 11 categories according to their morphology: bulliform, bilobate, saddle, rondel, rectangular, lanceolate, elongate smooth, elongate granulate, elongate echinate, triangular prismatic, and cylindrical polylobate. In phytolith biogenic Si, the largest particles were mainly those of the rectangular, elongate, and bulliform forms (Supplementary Table S2). The majority of phytoliths exhibited a size range of 10-150 μm, with some larger particles displaying pits on their surfaces (Figs. 2, 3). Additionally, diatoms were segregated into primary classifications: Centricae and Pennatae. The diatomaceous biogenic Si particles were typically 10-100 μm in size, with some existing in the form of detritus. By contract, sponge spicules were generally longer than 150 μm and have a smoother surface (Figs. 2, 3). Therefore, the lengths/diameters of the three biogenic particles generally follow the order of diatoms ≤ phytoliths < sponge spicules.Quantitative analysis, as summarized in Table 3, revealed that phytoliths, diatoms, and sponge spicules constituted, on average, 79.3% AE 4.6%, 17.2% AE 4.5%, and 3.5% AE 3.1% of the total biogenic Si content in sediments from the Qilihai wetland, and 77.2% AE 6.6%, 19.0% AE 5.0%, and 3.8% AE 2.9% of the total biogenic Si content in sediments from the Beidagang wetland, respectively. Compositional analysis between the two wetlands demonstrated no significant differences (p > 0.05) in the overall distribution of biogenic Si types.",False,True,False,
405,10.1002/lno.12717,17,True,"However, a notable variance was observed in the prevalence of specific phytolith morphologies; bilobate phytoliths were significantly more abundant ( p < 0.05) in the Qilihai wetland (3.7% AE 1.5%) compared to the Beidagang wetland (2.7% AE 0.8%). Conversely, the presence of elongate echinate Fig. 3. Scanning electron microscopy micrographs of biogenic Si particles in surface sediments of coastal wetland. 1, bulliform; 2, bilobate; 3, saddle; 4, rondel; 5, rectangular; 6. lanceolate; 7, elongate smooth; 8, elongate granulate; 9, elongate echinate; 10, triangular prismatic; 11, Centricae; 12 and 13, Pennatae; 14 and 15, sponge spicules. phytolith was significantly lower ( p < 0.01) in the Qilihai wetland (2.0% AE 1.5%) than in the Beidagang wetland (4.2% AE 2.2%). Bulliform phytoliths emerged as the predominant form in both wetlands. For the diatomaceous biogenic Si, the Centricae constituted the majority, accounting for 7.4-23.1% of the total biogenic Si among all examined sites.",False,False,False,
406,10.1002/lno.12717,18,True,"Relation between biogenic Si and the sediment physicochemical properties Biogenic Si exhibited a positive correlation with total organic C, EC, Fe ox , and Al ox , whereas it showed an inverse relationship with pH. Dissolved Si displayed amphoteric characteristics, exhibiting a negative correlation in the Qilihai wetland and a positive correlation in the Beidagang wetland. Specifically, sediment biogenic Si contents showed a linear response to total organic C, with a lower slope in Beidagang wetland than Qilihai wetland, indicating the biogenic Si content in Qilihai wetland may be more sensitive to variation in sediment total organic C. Similarly, biogenic Si also linearly increased with Al ox with Beidagang wetland showing a larger slope than Qilihai wetland. The extent and significance of these correlations were further examined through statistical analyses. Within the Qilihai wetland, significant correlations were identified between biogenic Si and pH (p < 0.05), total organic C (p < 0.001), and Al ox (p < 0.05), whereas correlations with EC, Fe ox , and dissolved Si were statistically insignificant. Conversely, the biogenic Si content was significantly correlated with all analyzed sediment properties in the Beidagang wetland. Specifically, significant correlations were noted between biogenic Si and total organic C as well as Fe ox at the 0.001 significance level, while EC and dissolved Si were significantly correlated to biogenic Si at the 0.01 level, and pH and Al ox exhibited significant correlations at the 0.05 level in Beidagang wetland (Fig. 4).For the extracted parameters based on stepwise multiple regression analyses of different study areas, total organic C were the dominant factor controlling the composition of the biogenic Si in coastal wetland sediments, followed by EC, Al ox , pH, and so forth. The main controlling factors affecting the biovolume percentage of phytoliths, diatoms and sponge spicules are partially different between the sediments of Beidagang and Qilihai wetlands. Overall, the main influencing factors were total organic C, PH, and Al ox for phytolths; EC for diatom; and total organic C and Al ox for sponge spicules (Supplementary Table S3).",False,False,True,
407,10.1002/lno.12717,19,True,"## Discussion
## Biogenic Si composition and source in sediments
Analysis of sediment samples from two coastal wetlands showed that phytolith significantly contribute to the biogenic Si content, with an average phytolith to biogenic Si ratio of 0.78. In contrast, diatoms have a smaller impact, contributing with a ratio of 0.18. Additionally, the presence of sponge spicules in the sediments, a finding not reported in our prior investigations (Zhao et al. 2023), contributed minimally with an average ratio of 0.04 to the total biogenic Si content. It is important to recognize that the diversity of biogenic Si in aquatic ecosystems extends beyond the identified categories to include not only dinoflagellates and Radiolaria but also bacterial and fungal biogenic Si commonly found in soil (Ehrlich et al. 2010).",False,False,False,
408,10.1002/lno.12717,20,True,"The production of biogenic Si (phytolith) by specific species remains stable across varied environments. This consistency allows us to use phytolith groups to trace their geographic origins (Ge et al. 2022). In our study of coastal wetlands, the main types of phytoliths found were form the Poaceae family (Table 3). Notably, shapes like bulliform, rectangular, lanceolate, saddle, and rondel phytoliths are linked to the P. australis species of the Poaceae family (Liu et al. 2016), reflecting the Poaceae-dominant flora within these wetlands. Among these, bulliform phytoliths were the most abundant, constituting approximately 22% and 20% of the total biogenic Si content in the Qilihai and Beidagang wetland sediments, respectively (Table 3). This dominance is attributable to the prevalence of the phytolith type known as bulliform in P. australis (Liu et al. 2016), which are the dominant plant species in the study areas. Moreover, rondel phytoliths were positively correlated with saddle phytoliths (p < 0.05). In contrast, there was a significant negative correlation with elongate granulate and triangular prismatic phytoliths (p < 0.05) (Supplementary Fig. S2). The rondel and saddle types likely originate from P. australis, while the elongate granulate and triangular prismatic forms are associated with broadleaved woody plants and general fern taxa (Ge et al. 2022;Liu et al. 2023). Interestingly, an analysis of sediment compositions revealed a significantly higher presence of elongated granulate phytolith in river sediments compared to reservoirs (Table 3). This pattern of distribution is likely due to fluvial transport mechanisms, where phytolith from broadleaved woody plants growing along upstream riverbanks are carried downstream. As they move, they are gradually deposited within the aquatic system. Conversely, the vegetation surrounding reservoirs exhibits greater homogeneity, resulting in fewer phytoliths from woody plants.",False,True,False,
409,10.1002/lno.12717,21,True,"Although diatom is one of the dominant algal types in the Qilihai and Beidagang wetlands (Pan et al. 2019), it only accounted for 17% and 19% of biogenic Si in sediments of the Qilihai wetland and the Beidagang wetland, respectively. In addition, we found that the proportion of diatom tended to be higher in reservoir sediments than in river sediments, especially in the Beidagang wetland (Table 3). This is mainly related to nutrient concentration in the water column and hydrodynamic conditions (Figueredo and Giani 2001). In rivers, algae in the lower sections are mainly due to the accumulation and transport of algae from the upper sections. If water discharge is low in the lower sections, planktonic algae can prevail and form aggregates (Hilton et al. 2006). These algae, such as diatom, will die and settle, accumulating in sediments. As a result, sediments in the lower reaches of the Duliujian River and Chaobaixin River typically contain high levels of diatomaceous biogenic Si.",False,True,False,
410,10.1002/lno.12717,22,True,"Recent studies have demonstrated that the dissolution of biogenic Si frequently represents a significant source of dissolved Si in aquatic environments (Derry et al. 2005;Williams et al. 2022). The dissolved Si contents in sediments were correlated positively ( p < 0.05) with the proportions of bulliform phytoliths, but negatively (p < 0.05) with the proportions of elongate smooth and elongate echinate (Supplementary Fig. S2), suggesting that different forms of biogenic Si may have varying solubility. Phytoliths and diatoms had highly variable dissolution rates, influenced by pH, temperature, aluminum content, and specific surface areas (Fraysse et al. 2006). A previous study showed that fresh phytoliths dissolved three times faster than diatoms in freshwater environments (Loucaides et al. 2008). In addition, the solubility of phytolith may vary depending on its source. Controlled field and laboratory studies involving phytoliths from different plant species have shown that phytolith dissolution rates decrease in the order of Deciduous > Conifers > Poaceae (Bartoli and Wilding 1980). This trend is mainly related to the content of aluminum in phytoliths (Bartoli 1985).",False,False,False,
411,10.1002/lno.12717,23,True,"## Factors influencing the biogenic Si contents in sediments
The biogenic Si content in sediments of the studied coastal wetland (mean 11.6 g kg À1 ) was within the range reported in other studies (1.4-54.5 g kg À1 , Supplementary Table S4). In different ecosystems, the biogenic Si content in soils or sediments can vary widely. For example, the biogenic Si content of alpine wetland soils was higher than that in inland and coastal wetland soils (Supplementary Table S4), which probably due to the fact that prolonged flooding and low temperatures in alpine wetlands suppress microbial activity, favoring the accumulation of biogenic Si in the wetland system (Pu et al. 2021). The biogenic Si content in soil or sediment under wetland and grassland ecosystems was generally higher than that under forest (Hodson et al. 2005;Yang et al. 2018). This disparity could be elucidated by higher plant phytolith formation rates in wetland and grassland environments. Herbaceous plants, especially Poaceae and Cyperaceae, can accumulate more Si in their tissue than woody plants (Struyf et al. 2006). Therefore, vegetation cover type was an important controlling factor influencing the biogenic Si content in soil and sediment. Even in forest ecosystems, the soil biogenic Si content under bamboo forest could be 3-10 times higher than that under Broadleaf and conifer forests. One reason for this is that Bambusoideae plants have an exceptional ability to accumulate biogenic Si with content as high as 8.0-28% (Song et al. 2016). Cereal crops are known to be proficient silica accumulator plant (Parr and Sullivan 2011). Due to the high rates of biogenic Si production in wheat and rice (Song et al. 2014), the soils cultivated with these crops have high levels of biogenic Si content (Supplementary Table S4). Furthermore, degradation processes caused by natural or anthropogenic factors can also affect the accumulation of biogenic Si in soils (Song et al. 2022).",False,False,False,
412,10.1002/lno.12717,24,True,"Considering the similarities in vegetation types and climatic conditions between the Qilihai and Beidagang wetlands, variations in biogenic Si content are attributed to differences in hydrological processes and the intrinsic physicochemical properties of the sediments. Our analysis revealed a significant and positive correlation ( p < 0.001) between total organic C and biogenic Si content in the sediments of both wetlands (Fig. 4b). Structural equation modeling further highlighted total organic C as exerting the most substantial standardized total effect on biogenic Si content in both the Qilihai (0.80) and Beidagang (1.11) wetlands (Fig. 5). This relationship highlights the integral role of plant and diatom activity in up taking dissolved Si, forming biogenic Si, and enriching sedimentary organic matter upon decomposition (Xia et al. 2023). Wetland sediments, typically rich in organic matter (Zhao et al. 2024), may impede biogenic Si recycling in sediments by inhibiting SiO 2 hydrolysis (Nguyen et al. 2014). Elevated levels of total organic C observed in the Beidagang Reservoir sediments (Supplementary Table S1) emerge as a critical factor in enhancing biogenic Si preservation compared to other locations (Table 1). Our findings indicate a significant negative impact of pH on biogenic Si concentrations within these coastal wetland sediments (Fig. 3a), corroborating the findings of Fraysse et al. (2009), who noted the pH-sensitive dissolution behavior of biogenic Si. This pH-effect is related to the destabilization of Si O bonds at high pH levels, facilitating the release of Si from biogenic Si (Ehrlich et al. 2010;Nguyen et al. 2014). Furthermore, Al ox significantly influences biogenic Si content, promoting biogenic Si accumulation within the sediments of both coastal wetlands (Fig. 5). This phenomenon is explained by the chemisorption of Al 3+ ions onto deprotonated Si O À sites from Al ox , which hinders the hydrolytic cleavage of siloxane bonds (Bartoli 1985;Nguyen et al. 2014). Liu et al. (2019) further showed that aluminum's potential to integrate into the internal structure of biogenic Sii, adopting a fourfold coordination, markedly reduces biogenic Si dissolution.",False,True,True,
413,10.1002/lno.12717,25,True,"Structural equation modeling results revealed that the factors regulating sedimentary biogenic Si content were different in the Beidagang and the Qilihai wetlands. Besides total organic C, pH, and Al ox , the biogenic Si content was closely related to both EC value and Fe ox content in the Beidagang wetland, while the biogenic Si content tended to be related to total P content in the Qilihai wetland (Fig. 5). Our correlation analysis showed that biogenic Si was positively (p < 0.001) correlated with Fe ox for samples from the Beidagang wetland, whereas less clear evidence of its correlation (p > 0.05) with Fe ox was found for samples from the Qilihai wetland (Fig. 4d). Previous studies have indicated that Fe ions released from the dissolution of Fe ox can form a Fe (III) oxide coating on the surface of the biogenic Si, leading to surface passivation of biogenic Si, which in turn can reduce its dissolution (Mortlock and Frohlich 1987;Koebernick et al. 2022). In addition, we found that the positive effect of EC value on sediment biogenic Si content was second only to total organic C in the Beidagang wetland (Fig. 5b). Typically, cations in an aqueous solution can neutralize deprotonated Si O À sites, speeding up the polymerization between bonds and ultimately reducing the solubility of biogenic Si (Nguyen et al. 2014). Therefore, the surfaces of colloidal and particulate biogenic Si could be stabilized to resist dissolution under high EC conditions. The biologic Si content in Beidagang Reservoir sediments was significantly higher than that in other study areas (Table 1), which may be caused by the higher Fe ox content and EC value in its sediments (Supplementary Table S1).",False,True,True,
414,10.1002/lno.12717,26,True,"In the Qilihai wetland, total P had a significant (p < 0.001) negative effect on sediment biogenic Si content (Fig. 5c,d). We found a higher total P content of the sediment in the Qilihai wetland compared to the Beidagang wetland, especially in the Chaobaixin River (p < 0.01) (Supplementary Table S1). Phosphorus is an essential nutrient that potentially limits diatom growth. Elevated dissolved P or phosphate levels can promote diatom blooms and the consumption of dissolved Si in the water column (Klamt et al. 2019). Much of this dissolved Si is regenerated from biogenic Si dissolution in sediments (Baronas et al. 2018), resulting in the reduction of biogenic Si in river and lake sediments during a short time scale. However, when the pools of the P are exhausted by diatoms in the water, the sediment biogenic Si content will be raised due to the deposition of diatomaceous biogenic Si. The bloom and settlement of diatoms will change the nutrient ratio and structure of the water column, causing Si limitation in the river and reservoir (Wang 2020).",False,True,False,
415,10.1002/lno.12717,27,True,"## Implications for C biogeochemical cycling
The biogenic Si-occluded C contents observed in this study (0.035-1.870 g kg À1 ) were within the range of values reported in the literature (0.017-3.870 g kg À1 ; Supplementary Table S4). Carbon sequestered by biogenic Si (stable organic C with a long C turnover time) is determined in part by the ability to occlude C during biogenic Si formation (Song et al. 2016). The C content within biogenic Si of the sediments ranged from 1.0% to 10.8%, lying in the range of values reported in the literature (0.2-19.0%) and was higher than that of the C in fresh phytoliths (0.2-5.8%, Parr and Sullivan 2005), implying that phytoliths particles had undergone varying corrosion after entering sediment. By contrast, after the diatoms died and settled into the sediment, the active organic C in the ""micropore"" space on the shell and occluded in the diatom frustules would rapidly decompose (Struyf et al. 2006). After weathering and decomposition, the organic C occluded in diatom frustules may be less than 5% (Reka et al. 2021). In fact, biogenic Si would experience various degrees of dissolution and passivation after entering soil or sediment environments, resulting in a noticeable difference in chemical composition and activity compared to ""fresh"" biogenic Si (Wickramasinghe and Rowell 2006). In addition, direct, specific references to the exact percentage of organic C in siliceous sponge spicules are relatively rare, typically < 5% of the total mass (Maldonado, et al. 2005), with organic C being primarily found in their axial filaments (Shimizu et al. 1998). Therefore, considering the proportions of the three types (phytoliths, diatoms, and sponge spicules) of biogenic Si in sediments (Table 3), it can be concluded that phytolith-occluded C were the main contributors to biogenic Si-occluded C pool in coastal wetland sediments, followed by diatoms and sponge spicules. On the other hand, ""aged"" biogenic Si particles are difficult to dissolve due to the passivation process, which is conducive to the deposition and burial of occluded C in soils or sediments (Kamatani and Oku 2000). In total, biogenic Si-occluded C comprised 0.97-5.71% of total organic C within sediment. This specific C pool is significant, as biogenic Si-occluded C serves as a vital mechanism for biogeochemical C sequestration and offers insights into C stability that cannot be overlooked (Zuo et al. 2014;Song et al. 2022).",False,True,True,
416,10.1002/lno.12717,28,True,"Determining the sources of organic C is crucial for further understanding of C biogeochemical cycling processes in coastal wetlands (Zhou et al. 2023). If the biogenic elements in the sediment are all derived from diatom, then the C : Si : N : P ratio in the sediment should be close to the Redfield-Brzezinski ratio (C : Si : N : P = 106 : 15 : 16 : 1; from Redfield 1958;Brzezinski 1985). However, we found that the total organic C/biogenic Si ratios in sediment at many sites were higher than those reported for Redfield-Brzezinski ratio of diatoms, especially in the Beidagang Reservoir (Supplementary Fig. S3). In addition, phytolith in the sediments were mainly derived from the input of terrestrial higher plants, while diatoms were from the input of local phytoplankton. Thus, high total organic C/biogenic Si ratios in sediments may be partly due to inputs of higher plants from coastal wetlands. These results indicated that organic C in the study area contained both autochthonous and allochthonous sources. In fact, autochthonous materials include not only diatoms but also other phytoplankton such as green algae and dinoflagellates, while terrestrial or anthropogenic organic C, which belongs to the allochthonous source, also contributes significantly to sedimentary organic C. The input of terrestrial organic C can be attributed to the processes of soil erosion and river transport, carrying the terrestrial organic C into the sediments, especially during the rainy season (Drake et al. 2018). It should be noted that anthropogenic organic C such as aquaculture and agriculture activities are also an important component of allochthonous organic C. Although the area of aquaculture in Beidagang Reservoir has been greatly reduced (Gao et al. 2021), it may still be an important source of sediment organic C, as reflected by the high total organic C contents (Table 2) and N : P ratios in the sediments of the Beidagang Reservoir (Supplementary Fig. S3). Additional, higher levels of total organic C and total N contents in the Beidagang Reservoir are also associated with sediment texture and hydrologic conditions. On one hand, high salinity (higher EC value, Supplementary Table S1) and poor sediment structure (lower clay content, Supplementary Table S1) in the Beidagang Reservoir inhibited microbial utilization of organic matter, favoring the preservation of sedimentary organic C and total nitrogen. On the other hand, compared with the Qilihai wetland, the Beidagang wetland is closer to the Bohai Sea and is prone to seawater intrusion, resulting in a relatively high contribution of marine organic C to the Beidagang Reservoir (Zhang et al. 2024). The average percentage of diatomaceous biogenic Si (particularly Centricae) in the sediments of the Beidagang Reservoir was the highest among all sampled areas (Table 3), indicating that its overlying water had high primary production, which in turn promoted nutrient cycling and the accumulation of organic matter in the sediments (Lewitus et al. 1998). While, the total organic C/biogenic Si ratios in sediments at some sites were below the Redfield-Brzezinski ratio (106 : 15, Supplementary Fig. S3), indicating that the decomposition rate of organic matter was much higher than the dissolution rate of biogenic Si under the same conditions.",False,True,True,
