,doi,chunk,abstract_bool,text,definition_bool,table_bool,definition
35,lakes3,13,True,"This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms 4 UMBRA-CYPRINID 3 ................. Y .. ,., , , ~~~~~~~~~~~~~~~........ ........ LLCO. , , , , , I _ o 0.1 0.3 05 0.7 0.9 m~ 4 C EN T RA RC HID -E SOX 0.0 0.2 0.4 0.6 0.8 1.0 SEASONAL SI M ILAR ITY (SC ) FIG. 3. Seasonal (summer/winter) similarities (Se) for Umbra-c yprinid (above) and centrarchid-Esox (below) fish assemblages, based on an equal sampling effort (see Methods).Summer-winter (combined). -Although the two single-season analyses differed greatly, we were interested in obtaining a more complete, year-round picture of the fish assemblages. To do this, the classification and ordination analyses were run with summer and winter data sets combined. The classification results
with the combined data were identical to those of the summer. The ordination (Fig. 2c), however, did show influence of the winter assemblages (e.g., Aurora, Maple, and Mill were not especially similar in either season alone, but, showing a similar summer-winter response, they were grouped closely together). Two assemblage types were distinguished from the ordination (Fig. 2c).The six assemblages with mudminnow but without pike during summer (Group IV, Fig. 2a) maintained their integrity as a group especially well on the first axis of the combined ordination. This axis accounted for 36% of the variation, the first two axes 56%. The presence of mudminnow in both seasons appeared to be a key factor. These six lakes appeared to form a distinct fish assemblage type. We call them ""Umbracyprinid assemblages"" in Fig. 2c, after their characteristic component species.",False,False,
36,lakes3,14,True,"The other 12 lakes made up the second major group, which we call ""centrarchid-Esox assemblages"" in Fig. 2c. The two groups without mudminnow in summer (Groups I and II, Fig. 2a) were not as distinct when winter data were included. The single Group III lake in Fig. 2a also grouped with these 11 lakes when the winter data were included (Fig. 2c).Seasonal  4. A summary of species composition of the four fish assemblage groups from the summer sampling (upper) and the winter sampling (lower) identified by the ordination-classification analyses of Figs. 2a and 2b, respectively. Species listed include those denoted as ""key"" species by the association analysis and those that were numerically abundant in a majority of lakes of each group.",False,False,
37,lakes3,15,True,"## Summer
Group I Group II Group III Group IV (2-7 species) (5-10 species) ( 8species) (1-11 species) Largemouth bass Black bullhead Mudminnow Mudminnow Yellow perch Northern pike Northern pike Yellow perch Bluegill White sucker Black bullhead Golden shiner Yellow perch Yellow bullhead Redbelly dace Pumpkinseed Pumpkinseed Winter Group I Group II Group III Group IV (() I species) (1-4 species) (1-7 species) (4-6 species) Pumpkinseed Yellow perch Mudminnow Mudminnow or no species present Black bullhead Pearl dace Golden shiner Yellow perch This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms  Separation of the two groups was distinct in the plot of the 18 assemblages along the discriminant function (Fig. 4a). All Umbra-cyprinid and centrarchid-Esox assemblages were correctly classified. The summer occurrences of mudminnow and redbelly dace and the winter presence of mudminnow best defined the Umbra-cyprinid assemblage type, while the summer presence of northern pike, pumpkinseed sunfish, and white sucker best defined the centrarchid-Esox assemblage type, as indicated by F ratios from univariate F tests (Tonn 1980). The summer presence of mudminnow, golden shiner, and bluntnose minnow provided the greatest discriminatory power to the discriminant function.",False,True,
38,lakes3,16,True,"A discriminant analysis also was applied to the logtransformed environmental data on the Umbra-cyprinid and the centrarchid-Esox lakes. Our purpose was to evaluate the environmental distinctness between the two groups of lakes, and to help identify environmental factors contributing to their separation. Lakes were plotted in the reduced discriminant space, after Green and Vascotto (1978). Lakes were classified by the type of fish assemblage present, from the previous analyses. A clear separation of the two groups resulted (Fig. 4b), with all lakes correctly classified. Individual factors which best defined the two groups included our lake connectedness measurement, lake area, and substrate diversity. The three-component habitat complexity variable (depth, substrate, and vegetation) depth-vegetation diversity and depth-substrate diversity contributed most to the discriminatory power of the discriminant function.Thus, we found two groups of lakes having both distinctive fish species compositions and environments.",False,False,
39,lakes3,17,True,"## Fish species richness
Summer.-The relationships between species richness and some environmental factors were similar in summer for the Umbra-cyprinid and centrarchid-Esox assemblages (Table 5). For example, vegetation diversity appeared as the most important single component of habitat structure in both assemblage types. Lake area was also significantly related to richness for both assemblage types.Other environmental factors were significantly related to richness in one assemblage type but not the other. Lake connectedness was significantly related to summer richness in centrarchid-Esox assemblages but not for the Umbra-cyprinid type (Table 5). Similarly, pH, conductivity, and alkalinity were also significantly related to richness in the centrarchid-Esox lakes, but not for Umbra-cyprinid assemblages (Table 5). The three-component habitat complexity factor and winter oxygen were significantly related to richness for the Umbra-cyprinid assemblage type, but they were not for centrarchid-Esox assemblages (Table 5). However, except for depth and depth-substrate diversity, the correlation coefficients between species richness and each environmental factor had the same sign in both assemblage types during summer. ences between the two assemblage types. For Umbracyprinid assemblages lake area and winter oxygen levels accounted for the most variation (Table 5).Species richness increased with lake area and decreased with increasing winter oxygen levels. For centrarchid-Esox assemblages lake connectedness and depth diversity explained the most variation (Table 5).Species richness increased with lake connectedness and with depth diversity.",False,True,
40,lakes3,18,True,"Winter. -The winter relationships in centrarchid-Esox assemblages were quite different from their summer patterns (Table 5). Species richness increased significantly with maximum depth and with winter dissolved oxygen levels, instead of decreasing as it did in summer (Table 5). Although the regressions for other factors were not statistically significant, 13 of 15
were opposite in sign from their summer patterns (Table 5). When we correlated the differences in richness within a lake between summer and winter (corrected for equal sampling) with the environmental variables, significant correlations were found with vegetation diversity, the three-factor habitat complexity, alkalinity, lake connectedness, and winter oxygen levels. In the multiple linear regression, maximum depth and alkalinity were included in the model (Table 5). Richness was greater in centrarchid-Esox lakes with greater depths and higher alkalinities.For Umbra-cyprinid assemblages, relationships between species richness in winter and environmental factors were similar to those for the summer, although only substrate-vegetation diversity was statistically significant (Table 5). Richness increased with substrate-vegetation diversity. The within-lake differences in species richness between summer and winter were not significantly related to any environmental factor. In the multiple regression analysis only substrate-vegetation diversity was entered (Table 5).Thus the two assemblage types, identified initially by differences in species composition, also differ in their species richness patterns, particularly in the seasonal changes in richness. These species richness differences might easily have gone unnoticed if only summer patterns in richness had been investigated. These richness differences undoubtedly reflect differences in the assemblage structuring mechanisms and/or show that the same mechanisms can have opposite consequences in two different assemblage types of the same region.",False,False,
41,lakes3,19,True,"## DISCUSSION
The ecological maintenance of the assemblage types
We found two discrete fish assemblage types, ""Umbra-cyprinid"" and ""centrarchid-Esox,"" each having broadly repeatable patterns of species composition and seasonal stability. Both species composition and richness were seasonally stable in Umbra-cyprinid assemblages, but were seasonally dissimilar in centrar-
1 2 -I ? E z CENTRARCHID-W _ ESOX LAKES o 6--UMBRA-CYPRINID Z 4_ LAKES 2-61 3 I 0 0.5 1.0 1.5 2.0 2.5 LOG (LAKE CONNECTEDNESS + I)
FIG. 5. A direct gradient ordination of the 18 study lakes. Lakes with Umbra-cyprinid fish assemblages are those with low levels of oxygen during winter and low connectedness. Lakes with centrarchid-Esox assemblages either have high winter oxygen levels or are connected to large watersheds via inlet or outlet streams which can serve as refuges from low oxygen conditions. chid-Esox assemblages, especially in those occurring in productive, low winter oxygen, drainage lakes.What causes the occurrence of these two discrete fish assemblage types? We believe that a combination of winter oxygen concentration and lake connectedness is most clearly related to the type of fish assemblage that was present. This can be seen in a ""direct gradient analysis"" ordination (Whittaker 1973), plotting the lakes in winter oxygen vs. lake connectedness space (Fig. 5).",False,False,
42,lakes3,20,True,"Where winter oxygen levels are high, centrarchid-Esox assemblages occur, with largemouth bass as the usual top predator. In lakes with low oxygen levels, the type of fish assemblage present appears to depend on the presence or absence of a connection to a large watershed, whose streams or lakes can act as refuges from the low oxygen conditions. Lakes having direct connections to a stream or lake had centrarchid-Esox assemblages in summer. Northern pike tended to be the top predator in these lakes. During winter, as oxygen levels dropped, we hypothesize that most fish migrate out of these lakes into stream or lake refuges. In low oxygen lakes without such a refuge, Umbracyprinid assemblages occur.Species inhabiting the Umbra-cyprinid lakes are, in general, better able to survive in lakes with low winter oxygen levels than species restricted to centrarchid-Esox lakes (Moore 1942, Cooper and Washburn 1946, Petrosky and Magnuson 1973, Gee et al. 1978, Klinger et al. 1982 The redistribution of fish under the ice in lakes of reduced oxygen levels has previously been observed (Moyle andClothier 1959, Mills 1972, J. J. Magnuson, personal observation), including the aggregation around inlet/outlet streams (Cooper andWashburn 1946, Johnson andMoyle 1969). The actual migration of fish out of a low oxygen lake into the outlet has also been observed (Johnson and Moyle 1969, J. J. Magnuson, personal observation). Johnson and Moyle (1969) observed the migration of northern pike, which was a prominent summer component in all of our centrarchid-Esox drainage lake assemblages, but which was never caught in these lakes during winter.",False,False,
43,lakes3,21,True,"A similar pattern, involving a switching of assemblage composition from one type to another, was noted by Jones (1973). When a large creek was disconnected from a shallow, heavily vegetated lake which often experienced low winter oxygen levels, the fish assemblage in the lake was reduced from 11 to 4 species. The species composition changed from one similar to our centrarchid-Esox assemblages to one like our Umbra-cyprinid pattern. Jones (1973) attributed the change to the removal of the creek refuge as a source for annual repopulation of the lake by the centrarchid-Esox assemblage after winter. Other changes in species composition as a result of severe winterkill have been reported in Michigan (Beckman 1948) and Illinois lakes (Bennett 1948).While this low winter oxygen disturbance/stream refuge hypothesis can explain why centrarchid-Esox species are absent from Umbra-cyprinid lakes (and from their low-oxygen drainage lakes during winter), it does not address the complementary pattern: why are Umbra-cyprinid species rare or absent from centrarchid-Esox lakes'? A number of factors may be involved, including predation and/or competition, working together with differences in habitat complexity.One of the most readily apparent ecological differ- With the exception of brook stickleback, species found primarily in Umbra-cyprinid assemblages are small, soft-rayed forms while their ""replacements,""
those species restricted to centrarchid-Esox lakes, are chiefly larger, spiney-rayed forms. Most species present in both assemblage types also have spines (yellow perch and black bullhead) or become large (white sucker). Because spines are antipredator devices (Hoogland et al. 1957), they could promote coexistence with large predators. Likewise, if both spiney and spineless species co-occurred with piscivores, the spineless species should be selected by the predators (Hoogland et al. 1957, Lewis et al. 1961) and would more likely be eliminated from the lake.",False,False,
44,lakes3,22,True,"As an alternative hypothesis, centrarchids might competively exclude the Umbra-cyprinid species from centrarchid-Esox lakes. These sunfishes are generalized foragers, taking a wide variety of invertebrates from the sediments, vegetation, and open water, while the cyprinids often specialize on prey in the plankton (e.g., golden and blacknose shiners), on vegetation (e.g., redbelly dace), or even detritus (fathead minnow) (Keast and Webb 1966, Keast 1970, 1978, Werner and Hall 1976, 1977, 1979, Gascon and Leggett 1977, Werner et al. 1977, Hall et al. 1979). Sunfishes should also eat a wider variety of prey sizes than the smaller cyprinids, mudminnow, or stickleback (Werner 1979). This generalization of foraging site, prey type, and prey size has contributed to the general success of sunfishes in small glacial lakes (Werner et al. 1977, Werner andHall 1979). The particular combination of habitat structure and prey types and sizes present in centrarchid-Esox lakes may be well suited to the sunfishes, and resulting competition may lead to the exclusion of the Umbra-cyprinid specialists.However, many of these hypothesized cyprinid-centrarchid competitors successfully coexist in other types of lakes (Werner et al. 1977, Keast 1978, Hall et al. 1979).",False,False,
45,lakes3,23,True,"This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms
The predation hypothesis appears to offer the simplest explanation as to why the Umbra-cyprinid species were rarely found in the centrarchid-Esox lakes. Thus, we feel that combinations of physical and biological disturbances and refuges from these disturbance agents are the major factors responsible for the ecological maintenance of these two assemblage types. Specifically, disturbances come in the forms of low oxygen levels during winter, and predation. Refuges are provided by connections to well oxygenated streams or by the absence of predators due to low winter oxygen conditions. In lakes with predators, heavy densities of macrophytes may provide limited refuges from predation, allowing small populations of some Umbra-cyprinid species to persist. Because of these combinations of disturbances and refuges, we agree with Woodin (1978) that communities can be viewed as ""compilations of species successfully exploiting refuges in space and/or time.""Species richness in the twvo assemblage types
Productivity and habitat complexity.-Summer species richness in both assemblage types was highly correlated with measurements related to habitat complexity, particularly vegetation diversity (Table 5).Summer richness in centrarchid-Esox assemblages, but not in the Umbra-cyprinid lakes, was significantly related to factors related to productivity (pH, alkalinity, conductivity, total dissolved solids; Table 5).Habitat complexity has often been implicated as an important determinant of species richness in aquatic habitats. Werner et al. (1978), in a comparison of centrarchid lakes with similar structures from two different regions (Michigan and Florida), suggested the assemblages were ""saturated,"" and that habitat structure and morphometry strongly influenced the numbers of fish species that could coexist. Keast (1978) came to similar conclusions about many of the smaller, glacierformed lakes in North America. Niche segregation and complementarity have been observed in centrarchiddominated assemblages (Werner et al. 1977, 1978, Keast et al. 1978). Since most species' niches proved distinct with regard to one or more habitat factors, the number of coexisting fish species should increase with increased habitat complexity and heterogeneity.",False,True,
46,lakes3,24,True,"Species diversity in several stream fish assemblages is also closely related to habitat complexity (Sheldon 1968, Tramer and Rogers 1973, Gorman and Karr 1978).If the habitat complexity: niche complementarity:
species richness relationship applies in our assemblages, vegetation diversity should be identified as a major factor related to species richness. Because we limited the range of substrates and depths by our selection of lakes, ranges of diversity were relatively small for these habitat factors. Thus, if habitat complexity contributed to species richness, vegetation represents the primary habitat dimension along which niche segregation and species packing could be demonstrated in our study. Also, we noted previously that vegetation may provide refuges from predation in centrarchid-Esox lakes and contribute to higher species richness.More productive habitats should allow for greater dietary specialization under conditions of evolutionary equilibrium (Mac Arthur 1972). Certain resources in productive habitats may be able to support a species when they would be unable to do so in unproductive habitats (Mac Arthur 1965). Productivity, particularly associated with increased benthic and planktonic food levels, has been related to fish species diversity elsewhere (Nakashima et al. 1977). The reason(s) why productivity-related factors appear important in centrarchid-Esox assemblages but not in Umbra-cyprinid assemblages is not known, but might be related to a dichotomy between equilibrium and nonequilibrium assemblage types. This idea will be discussed below.Environmental disturbance.-In Umbra-cyprinid lakes higher species richness in summer was associated with lower levels of dissolved oxygen in winter.This may imply a disturbance-related mechanism. The lowest oxygen levels (0.07 mg/L in Gateway, 0.52 mg/ L in Grassy, 0.56 mg/L in Mystery) are usually considered ""severe,"" capable of killing many species (Moore 1942, Cooper andWashburn 1946). Yet these lakes were the richest of the Umbra-cyprinid lakes.",False,False,
47,lakes3,25,True,"Environmental disturbance, including severity, instability, and unpredictability, has been associated
with both increased and decreased diversity in many aquatic and terrestrial systems. Kushlan (1976), Mahon and Balon (1977) and Horwitz (1978) all found lower fish species diversity in unstable environments. Werner et al. (1978) felt that some of the differences in fish assemblages between their lakes derived from fluctuations in water level. Gorman and Karr (1978) found that their significantly positive relationships between habitat diversity and fish species diversity broke down in stream environments that were unstable due to flooding or human activities.At ""intermediate"" levels of frequency or intensity, environmental disturbance can promote species richness (Connell 1978, Huston 1979). An excellent example is the work on a marine epifaunal community by Osman (1977). Diversity was highest on intermediate-sized rocks because of their ""optimal"" frequency of disturbance. Thomson and Lehner (1976) indicated that environmental instability may have favored increased diversity in an intertidal fish assemblage. In spite of the growing theoretical discussions and field evidence from a variety of communities, we are unaware of any studies that demonstrate, or even implicate, environmental disturbance as a major mechanism promoting species richness in freshwater fish assemblages. This cannot be due to the absence of  Larimore et al. 1959, Kushlan 1976, Gorman and Karr 1978, Harrell 1978, Horwitz 1978), low winter oxygen levels in ""winterkill"" lakes (Greenbank 1945, Cooper and Washburn 1946, Schneberger 1970), seasonal fluctuations in the abundance and distribution of critical resources in temperate lakes (Hall andWerner 1977, Keast 1978) or the effects of human activities (e.g., Gorman and Karr 1978).Low winter oxygen levels might increase species richness simply by acting as a rarefying agent, reducing population levels below saturation so that species coexistence is possible at less intense competition.",False,False,
48,lakes3,26,True,"This would particularly be likely if the most susceptible species to winterkill are the dominant predators or competitors of the assemblage (W. M. Tonn, personal observation). Beckman (1948) and Bennett (1948) found that growth increased in fish surviving population reductions caused by a severe winterkill and attributed this to increased food per fish. Apparently, competition for food had been reduced.In winter, richness in centrarchid-Esox assemblages was higher in lakes with higher winter oxygen levels (Table 5). Thus, richer winter assemblages of this type occurred in the more ""benign"" environments in terms of oxygen concentrations, the opposite of that found in Umbra-cyprinid assemblages. Winter oxygen levels were as low in Umbra-cyprinid lakes as in the depauperate centrarchid-Esox lakes, though they were apparently not as ""severe"" to the more tolerant Umbracyprinid species, and thus did not supress winter richness. This also implicates an ""intermediate"" disturbance mechanism operating to increase richness in Umbra-cyprinid assemblages.Lake environments with low oxygen levels may be ""severe"" for the centrarchid-Esox species, reducing winter richness in the lakes themselves. However, the availability of stream/lake refuges may effectively eliminate any significant ""disturbance"" to the populations, so that when the fish return to the lake in the spring, the summer species richness of the lake returns to its relatively high level. Thus, although the seasonal richness patterns in the lakes themselves were measured to be unstable, the equilibria of the populations might be maintained.Insular factors.-The second factor included in the multiple regression analysis of richness in Umbra-cyprinid assemblages was surface area (Table 5). Barbour and Brown (1974) were the first to look at fish species richness in lakes as a problem of island biogeography. Their analysis of species-area curves, primarily in large lakes, yielded slopes of the log-log regressions that tended to be lower for lake fishes than for plants and animals on oceanic islands. They attributed this to either the relative homogeneity of lake environments as compared to isolated terrestrial habitats, and/ or to historical events that may tend to prevent large lakes from acquiring as many species as they can support ecologically.",False,True,
49,lakes3,27,True,"The summer species-area slope for the Uinbra-cyprinid assemblages was 0.62, much higher than the range discussed by Barbour and Brown (1974) for assemblages with greater than equilibrial numbers of species. For centrarchid-Esox assemblages, the slope was 0.29, in the middle of the range noted by Barbour and Brown for lakes whose fish assemblages are in equilibrium between colonization and extinction.While the cause(s) of these different species-area relationships are not known, the values are consistent with the hypothesis that centrarchid-Esox assemblages are in ecological equilibrium, while disturbance-induced disequilibrium characterizes Umbra-cyprinid assemblages.Summer species richness in the centrarchid-Esox assemblages was also significantly related to the biogeographically important factor of insular connectedness (Table 5). A lake which has greater insular connectedness should have an increased immigration rate and a richer assemblage at equilibrium (Mac Arthur andWilson 1967, Magnuson 1976).",False,True,
50,lakes3,28,True,"## SUMMARY AND CONCLUSIONS
We summarize the structural characteristics of the fish assemblages in our small lakes by a list of assembly patterns. Some were directly supported by our results (as indicated by a ""D"" following the pattern).Others received only partial or indirect support (as indicated by an ""I"") and require further investigation for direct confirmation, modification, or refutation.1) Large piscivorous fishes are absent from lakes with low concentrations of dissolved oxygen in winter and no stream refuges from these conditions (D). 2) In lakes with high concentrations of dissolved oxygen in winter, or with refuges from low oxygen conditions provided by streams or connecting lakes, large piscivores are present in the summer (D).3) Small species tolerant to low oxygen, such as the mudminnow and several cyprinids, form important year-round components of the fish assemblages in lakes without piscivores (D). 4) In those lakes containing large piscivores, the remaining fishes are dominated by medium-sized, spiney-rayed species such as centrarchids, bullheads and yellow perch. The small, soft-rayed species of the piscivore-free assemblages are either rare or absent in lakes with large piscivores, just as centrarchids, along with piscivores, are absent from low winter oxygen lakes (D).",False,False,
51,lakes3,29,True,"## 5)
In small seepage lakes with high winter oxygen levels, the top predator tends to be largemouth bass. The fish assemblages are similar in summer and winter (D). 7) Winter oxygen level is an important determinant of species richness in ""Umbra-cyprinid"" lakes in both summer and winter. The relationship is negative and suggests a disturbance-related mechanism operating to increase richness. The species-area slope for these assemblages also is consistent with the hypothesis that disturbance-induced rarefaction is maintaining greater than equilibrial numbers of species in the richer of these assemblages (I).8) Productivity, habitat complexity, and lake connectedness are significantly related to summer species richness in ""centrarchid-Esox"" lakes.These are basic components of equilibrium theories of diversity. The species-area slope of these assemblages is in the range of lakes whose fish assemblages are hypothesized to be at equilibrium (I).The identification of these assembly patterns describes what we feel are ecologically striking fish assemblage structures which appear to result from deterministic mechanisms of maintenance.Only now that these patterns have been described can meaningful, specific hypotheses be tested by intensive autecological or experimental studies.Lakecy z E &-^-' D u c* X ' t e 1. Apeekwa W S S 2. Aurora S S S S 3. Blueberry 4. Camp 2 * * * 5. Gateway * 5 * 5 * 6. Grassy * * 5 * * * 7. Johnson W S S 8. Landing S * 5 9. Little Rice S 10. Maple S 11. Mill W S S S 12. Mystery * * * * 13. Nixon S 1 4. Spruce 15. Whitney S W 16. Whynot W 17. 33-6 * 18. 33-13 * Appendix II Continued. _E _E~~~~~~~~~~~~~~~~~ cL -. z -v E 5 * 5 * 5 * 5 C-E 5 S * S C-E * 5 * * C-E * U-C * ~~~~~~~~~~~~~~~U-C",False,True,
52,lakes3,30,True,"### Untitled Figure
**Caption:** jor factors: a history of low oxygen concentration in This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms### Untitled Figure
**Caption:** -13 S 2.8 2.6 3.0 0.2 1.8 12 25 6.0 ? ? * D = drainage lake, having an inlet and outlet; Spr = or outlet. t Shoreline development factor = S/2VaTh, where S = length of shoreline and a = area of lake. t + = known or suspected history of winterkill; 0 = no history of winterkill; ? = no information on winterkill history. ? M = muck; S = sand; G = gravel; ? = no information. I Maple and Spruce have intermittent outlets. winter, water source (drainage or spring-fed vs. seepage), surface area, maximum depth, and predominant substrate type. Eight lakes had a history of low winter oxygen conditions. Ten lakes were drainage or springfed (and thus had inlets and/or outlets) and eight lakes were seepage (no inlets or outlets), though two of the seepage lakes had intermittent outlets (P. Brenner, personal communication; W. M. Tonn, personal observation). An attempt was made to select lakes spanning a variety of surface areas while keeping maximum depths and predominant substrate types of all study lakes similar.### FIG. 2 .**Caption:** FIG. 2. Bray-Curtis ordinations of fish assemblages for the 18 study lakes in 1978. Lakes are numbered as in Table 1. (a) Summer. Key species, on whose presence or absence the first three divisions of the association analysis are based, are given for the four groups distinguished; (b) Winter; and (c) Summer and winter combined.### Untitled Figure
**Caption:** imum depth, alkalinity, and pH from Black et al.",False,True,
53,lakes3,31,True,"### (
**Caption:** Scientific names for all species are provided in Appendix II.) The 7 assemblages with mudminnow had richnesses of 1-11 species (x = 5.6), while the 11 assemblages without mudminnow ranged from 2-10 (xt = 6. 1) species. The second division (Fig. 2a) split assemblages without mudminnows into Group I (four assemblages without black bullhead), and Group II (seven This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms### Untitled Figure
**Caption:** similarity.-The within-lake similarities in species composition between winter and summer (based on equal sampling; see Methods) were greater in Umbra-cyprinid assemblages (S. = .90) than in centrarchid-Esox assemblages (S. = .35, Fig.3); the two assemblage types were significantly different (Wilcoxon rank sum test). Thus, Umbra-cyprinid assemblages were not only similar in their species compositions, but also in the seasonal stability of their compositions. The significantly lower seasonal similarities of centrarchid-Esox assemblages generally resulted from reduced species richness during the winter.Discriminant analyses.-To describe quantitatively the separation of the two assemblage types identified above (Umbra-cyprinid and centrarchid-Esox) we applied discriminant analysis to the combined summerwinter data on species presence/absence. Lakes were assigned to one of the two assemblage types from the classification-ordination analyses, and the percentages TABLE### Untitled Figure
**Caption:** Multiple linear regressions between summer rich-This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms ness and environmental factors also revealed differ-",False,False,
54,lakes3,32,True,"### Untitled Figure
**Caption:** , J. J.Magnuson, personal observation). In This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms our study, all 12 species caught in Umbra-cyprinid lakes during the summer were also caught in these lakes during winter, at oxygen concentrations <1.0 mg/L. Several centrarchid-Esox lakes also had low levels of dissolved oxygen during winter, but they were distinguished by having greatly reduced, or even nonexistent, winter fish assemblages. Although sampling biases may have contributed to the depauperate winter assemblages, we believe that seasonal emigration accounts for most cases. The evidence, though indirect, comes from several independent lines. Many of the species missing in these centrarchid-Esox drainage lakes during the winter were caught with the same gear in Urnbra-cyprinid lakes and other centrarchid-Esox lakes. Thus they were susceptible to the gear when present. For these centrarchid-Esox drainage lakes, similarities (S..) between seasons were significantly lower than for centrarchid-Esox seepage lakes (Wilcoxon rank sum test).### Untitled Figure
**Caption:** ences between the two assemblage types is the presence of large piscivorous species (largemouth bass and/or northern pike) in all 12 centrarchid-Esox assemblages, and their complete absence in Umbra-cyprinid lakes (Appendix II). Do these top predators eliminate the minnows, mudminnows, and sticklebacks from centrarchid-Esox lakes? Are Umbra-cyprinid lakes refuges from predation just as centrarchid-Esox lakes appear to provide refuges from low winter oxygen conditions? Perhaps predators lowered population levels to the point of local extinction### Untitled Figure
**Caption:** these conditions. Disequilibria actually or potentially occur due, for example. to floods and droughts (Star-This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms rett 195 1,",False,False,
55,lakes3,33,True,"### 6
**Caption:** ) Conversely, in larger drainage lakes with low winter oxygen levels, the top predator tends to be northern pike. The fish assemblages are seasonally unstable, being much reduced in richness during This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms winter. Most populations apparently emigrate from these drainage lakes during winter, obtaining refuge from the low oxygen conditions (I).### Untitled Figure
**Caption:** This content downloaded from 71.192.241.229 on Thu, 08 May 2025 22:16:14 UTC All use subject to https://about.jstor.org/terms### TABLE 1 .**Caption:** Morphometric and limnological characteristics of the 1
1963).Shore-
Maxi-line Conduc-History Pre-
mum develop-Alkalinity tivity of low dominant
Water Area Watershed depth Length ment (CaCO3 (QS/cm) winter substrate
Lake source* (ha) (kM2) (m) (km) factor mg/L) at 20'C pH oxygen types?1. Apeekwa D 76.1 33.### Table 1 )
**Caption:** , several physical, chemical, and habitat complexity factors were measured for each lake during the 48-h
A X 6 1 0 L ~~0 6 6 C0
FIG.~~~~~ ~ ~~ 1. Ma fVlsCutWsosn i ony
study ~ ~ ~ ~ ~ ~ ~~~7 laeCr oae.Suylks(oihlakaes r ubrda nTbe1
fish sampling periods. Each factor was measured in
one season only, but all measurements occurred at
midday, 1100-1300. Some measurements were made
in the alternate season to check for seasonal variation.",False,True,
56,lakes3,34,True,"### TABLE 2 .**Caption:** Descriptions of the five depth, five substrate, and seven vegetation categories used in calculating habitat diversity Xk is the number of species in the second sample, and XAdk is the number of species common to both samples
measurements. |  |  |  |  |  |  | 
 |  | Habitat category |  |  |  | 
Habitat |  |  |  |  |  |  | 
variable | 1 | 2 | 3 | 4 | 5 | 6 | 7
Depth (m) 0.00-0.50 0.51-1.00 1.01-2.00 2.01-4.00 4.01-8.00 |  | 
Substrate >50 litter 1-50 litter; 0-49 sand; 1-50 muck; 0-49 gravel; |  | 
(% of 50-99 muck 51-100 muck 50-99 sand 51-100 sand |  | 
each type) |  |  |  |  |  |  | 
Vegetation e f s e, f e, s f, s e, f, s
(type |  |  |  |  |  |  | 
present)* |  |  |  |  |  |  | 
_2 Xjk |  |  |  |  |  |  | 
Xj + Xk |  |  |  |  |  |  | 
where x1 is the number of species in the first sample, |  |  |  |  |  |",False,True,
57,lakes3,35,True,### TABLE 3 .,False,True,
